WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Remark,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,CLEARFORK..MAP.,SPRABERRY_U..MAP.,SPRABERRY_L..MAP.,WOLFCAMP..MA,WOLFCAMP_L..,WFMP_ATB..MA,CLINE..MAP.,STRAWN..MAP.,ATOKA..MAP.,BEND..MAP.,ATOKA_L..MAP,MISSISSIPPIA,WOODFORD..MA,DEVINOAN_UNC
1575,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37810.0,2003.0,31.59868,-101.73058,8550.0,Over 160,40,WFMP,CLFK --> WFMP,3.0,8.0,0.0,5000.0,133854.0,0.0,473380.0,138854.0,37.176,8.0,ACID,6732.0,6926.0,500.0,GAL,A,0.0,,,,28.0,HCL,,7.5%,,6726.0,7299.0,8309.0,,,,,,,,,,,5828.1,6731.53,7304.88,8316.3,8614.4,8994.34,10015.64,10392.81,10517.05,10524.52,10738.02,11000.22,11147.5,11196.25
2161,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40393.0,2010.0,31.60014,-101.44606,8648.0,80,40,WFMP,CLFK --> WFMP,8.0,8.0,,,,,,,31.16,8.0,FRAC,8270.0,8468.0,,,A,0.0,,,,,HCL,,W/ PROP,,,,,,,,,,,,,,,4642.58,5946.1,6466.19,7568.23,7858.22,8209.11,9266.15,9661.66,9759.45,,9834.72,10031.26,10138.76,10171.45
1955,E,APACHE CORPORATION,REAGAN,39482.0,2008.0,31.50484,-101.68249,8355.0,40,40,WFMP,CLFK --> WFMP,2.0,2.0,242240.0,0.0,0.0,0.0,293100.0,242240.0,30.556,2.0,FRAC,7990.0,8188.0,81040.0,GAL,W,97700.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR WHT,,,,,,,,,,,,,,,5608.55,6584.42,7144.14,8159.87,8393.86,8722.34,9863.16,10273.86,10332.03,10387.61,10586.99,10740.28,10875.7,10921.0
930,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39050.0,2006.0,31.89491,-102.00225,10185.0,40,Sub 20,WFMP,SPBR_U --> WFMP,6.0,11.0,0.0,12750.0,437370.0,0.0,520620.0,450120.0,42.824,11.0,FRAC,7814.0,7898.0,55398.0,GAL,X-LINKGEL,131658.0,LB,SAND,,33.0,,20/40,20# BORATE,6768.0,7633.0,8210.0,9213.0,9553.0,9918.0,,,,,,,,,6764.39,7633.56,8206.4,9210.72,9534.39,9918.51,10336.87,10640.61,10816.07,10866.87,11104.66,11534.76,11777.67,11880.66
1726,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38592.0,2005.0,31.51928,-101.61666,8230.0,160,40,WFMP,SPBR_U --> WFMP,3.0,6.0,0.0,5000.0,189960.0,0.0,471970.0,194960.0,31.244,6.0,FRAC,6435.0,6560.0,49073.0,GAL,X-LINKGEL,135237.0,LB,SAND,,30.0,,20/40,20# BORATE,,,,8075.22,,,,,,,,,,,5429.92,6398.18,6965.57,7979.29,8220.38,8561.38,9739.74,10107.8,10187.97,10362.53,10380.84,10492.27,10625.09,10664.86
261,F,ATHLON FE OPERATING LLC,GLASSCOCK,40626.0,2011.0,31.70065,-101.48874,10200.0,40,Over 160,ATOKA,SPBR_L --> ATOKA,8.0,16.0,0.0,24108.0,0.0,0.0,562000.0,24108.0,26.888,16.0,FRAC,9714.0,9946.0,,,,10000.0,LB,SAND,,,,,,,,,,,,,,,,,,,,5054.5,6031.59,6556.38,7671.8,8084.79,8253.58,9364.4,9749.87,9839.27,9964.0,9997.96,10092.79,10253.01,10337.42
2029,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39630.0,2008.0,31.57814,-101.42506,8723.0,160,80,WFMP,SPBR_U --> WFMP,7.0,7.0,,,,,,,29.396,7.0,FRAC,8008.0,8364.0,,,A,0.0,,,,,HCL,,W/PROP,,5810.38,6332.24,7434.58,7705.77,,,,,,,,,,4157.26,5811.24,6333.43,7436.37,7712.51,8138.98,9205.86,9582.1,9677.1,,9771.6,9917.78,10031.36,10068.48
1903,E,APACHE CORPORATION,REAGAN,39262.0,2007.0,31.47216,-101.70784,8476.0,80,20,WFMP,SPBR_U --> WFMP,2.0,2.0,269073.0,0.0,0.0,0.0,325300.0,269073.0,26.652,2.0,FRAC,7925.0,8342.0,174960.0,GAL,W,205300.0,LB,SAND,,,,20/40,DETAILS: SLICK WTR B SD,,,,,,,,,,,,,,,5585.79,6513.03,7086.62,8079.71,8401.33,8720.64,9868.33,10243.87,10363.86,10368.86,10598.25,10785.09,10912.9,10959.07
1835,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38972.0,2006.0,31.59039,-101.65261,8295.0,40,40,SPBR_L,CLFK --> SPBR_L,3.0,6.0,0.0,6250.0,189260.0,0.0,475020.0,195510.0,32.812,6.0,FRAC,6542.0,6703.0,51922.0,GAL,X-LINKGEL,135360.0,LB,SAND,,32.0,,20/40,20# BORATE,5673.0,,,,,,,,,,,,,,5673.76,6550.91,7108.19,8121.64,8423.64,8753.87,9867.0,10249.95,10343.72,10434.24,10555.93,10740.22,10871.34,10913.47
3,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,37698.0,2003.0,31.71566,-101.71787,8550.0,40,40,WFMP,CLFK --> WFMP,3.0,8.0,0.0,5000.0,201390.0,0.0,476570.0,206390.0,39.05038257,3.0,FLSH,6832.0,7011.0,1000.0,GAL,A,0.0,,,,29.0,HCL,,7.5% HCL,,6835.0,7373.0,8396.0,,,,,,,,,,,5929.27,6838.67,7388.88,8396.13,8655.04,9065.5,10017.55,10334.61,10479.53,10565.34,10709.51,10953.88,11091.11,11161.15
1053,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39493.0,2008.0,31.78892,-101.95455,10538.0,40,160,WFMP,SPBR_L --> WFMP,6.0,12.0,0.0,18750.0,368553.0,0.0,577240.0,387303.0,43.384,12.0,FRAC,8252.0,8342.0,65366.0,GAL,X-LINKGEL,184455.0,LB,SAND,,,,20/40,20# BORATE,6583.0,7444.0,8023.0,9045.0,9364.0,9715.0,10440.0,,,,,,,,6569.33,7443.55,8000.28,9027.38,9368.89,9710.02,10424.74,10620.61,10770.27,10844.39,11007.65,11416.68,11673.73,11750.4
52,D,APACHE CORPORATION,GLASSCOCK,39065.0,2006.0,31.72326,-101.74759,9843.0,80,40,WFMP,SPBR_U --> WFMP,6.0,11.0,0.0,12750.0,433981.0,0.0,522940.0,446731.0,23.14,11.0,FRAC,6928.0,7096.0,51612.0,GAL,X-LINKGEL,133871.0,LB,SAND,,33.0,,20/40,20# BORATE,5985.0,6898.0,7478.0,8473.0,8748.0,9259.0,,,,,,,,,5984.64,6910.29,7480.82,8471.98,8754.42,9257.69,10082.49,10394.66,10543.6,10611.98,10750.54,11079.23,11191.98,11270.73
1800,E,APACHE CORPORATION,REAGAN,39084.0,2007.0,31.4547,-101.61865,8292.0,40,40,WFMP,SPBR_U --> WFMP,2.0,2.0,364450.0,0.0,0.0,0.0,123000.0,364450.0,23.78,2.0,FRAC,7634.0,7827.0,122698.0,GAL,W,61500.0,LB,SAND,,,,20/40,DETAILS: SLICK WTR B SD,,,,,,,,,,,,,,,5241.78,6236.8,6799.25,7799.31,8131.84,8492.36,9721.78,10040.92,10146.8,,10339.26,10474.49,10622.4,10655.57
1847,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,38852.0,2006.0,31.58619,-101.62009,8294.0,80,40,WFMP,SPBR_U --> WFMP,3.0,4.0,0.0,1500.0,194888.0,0.0,473380.0,196388.0,29.632,4.0,FRAC,6493.0,6843.0,54973.0,GAL,X-LINKGEL,136404.0,LB,SAND,,32.5,,20/40,20# BORATE,5604.0,,,,,,,,,,,,,,5657.8,6480.8,7040.9,8066.86,8323.84,8647.99,9804.04,10176.7,10275.75,10392.83,10447.22,10642.59,10774.32,10814.39
1792,E,APACHE CORPORATION,REAGAN,38694.0,2005.0,31.45856,-101.65109,8124.0,40,40,WFMP,SPBR_U --> WFMP,2.0,2.0,383200.0,0.0,0.0,0.0,100450.0,383200.0,25.304,2.0,FRAC,7743.0,8030.0,131800.0,GAL,W,49250.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD,,,,,,,,,,,,,,,5399.9,6353.35,6916.42,7918.52,8255.44,8580.98,9808.69,10146.84,10253.6,,10462.59,10630.58,10773.69,10807.89
2187,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40469.0,2010.0,31.58575,-101.45479,8670.0,160,40,WFMP,SPBR_U --> WFMP,8.0,8.0,,,,,,,30.188,8.0,FRAC,8210.0,8408.0,,,A,0.0,,,,,HCL,,W/PROP,,,,,,,,,,,,,,,4691.56,5899.7,6451.45,7545.2,7769.33,8241.88,9301.33,9692.71,9789.85,,9848.4,10070.43,10176.25,10210.6
1571,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37810.0,2003.0,31.46127,-101.72219,9250.0,80,20,WFMP,SPBR_U --> WFMP,3.0,8.0,0.0,4000.0,200202.0,0.0,471451.0,204202.0,33.312,8.0,ACID,6580.0,6750.0,500.0,GAL,A,0.0,,,,30.0,HCL,,7.5%,,,,,,,,,,,,,,,5658.11,6575.8,7153.44,8141.68,8456.69,8746.35,9935.39,10294.78,10435.23,10464.19,10617.75,10850.68,10974.34,11015.2
701,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38145.0,2004.0,31.82285,-102.03787,11000.0,80,80,WFMP,SPBR_L --> WFMP,1.0,1.0,428064.0,0.0,0.0,0.0,346550.0,428064.0,45.37418401,1.0,FRAC,8320.0,10300.0,428064.0,GAL,FLUD,346550.0,LB,SAND,,,,,DETAILS: SLICK WATER AMBOR 1025 AMGEL 1010 BRADY SD 296550# 20/40 SD 50000# 16/30 SD,,7700.32,8255.67,9241.0,9560.91,9948.22,10367.87,10642.61,10775.72,,,,,,6816.53,7698.18,8257.64,9238.02,9557.38,9946.33,10367.07,10640.98,10776.7,10899.79,11138.76,11681.47,11880.81,11976.96
2392,B,APACHE CORPORATION,UPTON,39783.0,2008.0,31.51385,-102.03133,10081.0,40,160,WFMP,CLFK --> WFMP,3.0,3.0,516000.0,0.0,0.0,0.0,36500.0,516000.0,36.45196917,3.0,FRAC,9174.0,10027.0,224000.0,GAL,W,19750.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR WHITE SD,6730.0,7580.73,,9166.0,9442.0,,,,,,,,,,6729.68,7583.25,8189.49,9165.44,9442.89,9743.96,10462.55,10687.65,10774.88,10750.86,11021.33,11379.49,11469.4,11566.24
2577,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40772.0,2011.0,31.51934,-101.99197,10885.0,40,80,WFMP,SPBR_U --> WFMP,3.0,6.0,0.0,15000.0,1111976.0,0.0,1310274.0,1126976.0,63.92773658,6.0,FRAC,9187.0,10482.0,817270.0,GAL,X-LINKGEL,707796.0,LB,SAND,,,BIOC,,DETAILS: 12# XL ASSIST MSD,6627.0,7517.0,8105.0,9099.0,9405.0,,10466.87,10758.12,,,,,,,6628.87,7518.43,8128.73,9057.2,9382.45,9738.09,10467.01,10780.98,10704.2,10774.69,10984.06,11372.11,11435.35,11526.05
680,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38196.0,2004.0,31.6877,-102.0657,10520.0,80,80,WFMP,SPBR_L --> WFMP,4.0,8.0,0.0,10000.0,272080.0,0.0,174296.0,282080.0,43.176,8.0,FRAC,10133.0,10317.0,66935.0,GAL,GEL,17283.0,LB,SAND,,,,,,6890.0,7763.0,8365.0,9273.0,9622.0,9922.0,,,,,,,,,6888.83,7783.17,8341.69,9270.76,9620.17,9925.64,10471.55,10644.14,10897.75,10860.25,11107.57,11901.96,12073.81,12153.51
315,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40866.0,2011.0,31.7156,-101.55288,10922.0,80,80,STRAWN,SPBR_U --> STRAWN,7.0,14.0,111000.0,28000.0,425500.0,0.0,752000.0,564500.0,28.564,14.0,FRAC,9770.0,10049.0,111000.0,GAL,FLUD,81000.0,LB,SAND,,,BIOC,20/40,DETAILS: 30000 GAL SLK WTR 81000 GAL YF115FLEX XL BORATE GEL NORTHERN WHITE SD,,,,,,,,,,,,,,,5385.44,6300.64,6831.94,7908.34,8224.29,8481.5,9634.7,9969.0,10099.5,10149.22,10282.41,10412.48,10483.1,10590.62
1610,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38077.0,2004.0,31.46399,-101.72739,9304.0,80,40,WFMP,CLFK --> WFMP,4.0,8.0,0.0,8000.0,277938.0,0.0,490570.0,285938.0,32.644,8.0,FRAC,8678.0,8906.0,79572.0,GAL,GEL,17640.0,LB,SAND,,38.0,,20/40,10# LINEAR,,,,,,,,,,,,,,,5703.01,6614.5,7193.93,8177.11,8493.35,8791.91,9959.62,10328.02,10465.7,10466.13,10640.05,10885.24,11007.14,11049.94
291,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40798.0,2011.0,31.69677,-101.44318,10080.0,40,Over 160,ATOKA,SPBR_L --> ATOKA,7.0,14.0,174500.0,32000.0,365000.0,0.0,785500.0,571500.0,29.81065115,14.0,FRAC,9704.0,9769.0,63500.0,GAL,FLUD,50000.0,LB,SAND,,,BIOC,20/40,DETAILS: 5000 GAL SLK WTR 58500 GAL YF115ST XL BORATE GEL NORTHERN WHITE SD,,,,,,,,,,,,,,,4552.42,5951.56,6482.37,7601.02,7878.08,8174.65,9292.7,9686.55,9795.25,,9978.46,9963.78,10099.05,10186.76
1641,E,APACHE CORPORATION,REAGAN,38188.0,2004.0,31.47781,-101.61691,8210.0,40,80,WFMP,SPBR_U --> WFMP,2.0,2.0,0.0,0.0,220506.0,0.0,350000.0,220506.0,25.66,2.0,FRAC,7647.0,7948.0,92916.0,GAL,GEL,135000.0,LB,SAND,,,GELA,20/40,,5333.18,6258.53,6825.77,7849.49,,,,,,,,,,,5330.64,6256.63,6823.92,7845.3,8152.39,8516.87,9713.66,10044.62,10147.42,,10345.4,10449.06,10596.72,10640.07
2615,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40784.0,2011.0,31.50499,-101.98273,10830.0,40,80,ATOKA,SPBR_U --> ATOKA,3.0,6.0,0.0,12000.0,1049158.0,0.0,1131351.0,1061158.0,60.272,6.0,FRAC,9084.0,10661.0,751850.0,GAL,GEL,668104.0,LB,SAND,,,BIOC,,,,,,,,,,,,,,,,,6579.62,7446.93,8057.79,8975.1,9321.96,9577.81,10429.78,10712.27,10634.17,10860.3,10946.81,11267.05,11335.64,11422.15
275,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40770.0,2011.0,31.65419,-101.4212,10093.0,40,Over 160,WFMP,SPBR_L --> WFMP,6.0,12.0,108000.0,26000.0,368500.0,0.0,762000.0,502500.0,32.736,12.0,FRAC,9330.0,9521.0,108000.0,GAL,FLUD,80000.0,LB,SAND,,,BIOC,20/40,DETAILS: 30000 GAL SLK WTR 78000 GAL YFX BORATE GEL,,,,,,,,,,,,,,,4284.21,5886.52,6426.62,7519.69,7826.64,8152.37,9235.23,9588.45,9686.24,,9916.93,9936.98,10015.63,10063.54
234,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40731.0,2011.0,31.73636,-101.59605,10689.0,40,160,ATOKA,SPBR_L --> ATOKA,7.0,14.0,232000.0,32000.0,455000.0,0.0,776000.0,719000.0,30.76,14.0,FRAC,10014.0,10315.0,116000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,DETAILS: 30000 GAL SLK WTR 86000 GAL YF115ST XL BORATE GEL SINTERLITE PROP,5404.0,6395.0,6968.0,8026.0,8310.0,,9726.0,10022.0,10149.0,,,,,,5597.79,6399.83,6965.49,8025.45,8308.72,8921.67,9722.49,10019.61,10147.92,10262.56,10347.24,10480.46,10614.58,10664.23
846,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38726.0,2006.0,31.88431,-101.99888,10090.0,40,Sub 20,WFMP,SPBR_U --> WFMP,6.0,12.0,0.0,15500.0,428634.0,0.0,533020.0,444134.0,44.904,12.0,FRAC,9957.0,9966.0,79469.0,GAL,GEL,16036.0,LB,SAND,,31.0,,20/40,10# LINEAR,6798.0,7675.0,8237.0,9260.0,9570.0,9966.0,,,,,,,,,6791.52,7669.39,8234.62,9254.42,9564.17,9964.93,10384.35,10667.81,10847.75,10894.59,11109.08,11533.9,11762.33,11868.65
1639,E,APACHE CORPORATION,REAGAN,38150.0,2004.0,31.48406,-101.61861,8290.0,40,40,WFMP,SPBR_U --> WFMP,2.0,2.0,0.0,0.0,220506.0,0.0,350000.0,220506.0,25.4,2.0,FRAC,7643.0,7903.0,92916.0,GAL,GEL,135000.0,LB,SAND,,,GELA,20/40,DETAILS: AMGEL MAX AMBOR MAX,5320.0,6271.0,6816.0,7835.0,8160.0,,,,,,,,,,5320.09,6265.79,6819.82,7829.37,8160.24,8519.99,9709.87,10050.02,10149.53,,10347.53,10451.21,10597.3,10640.59
739,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371.0,2005.0,31.8204,-102.03263,10900.0,80,80,WFMP,SPBR_L --> WFMP,1.0,1.0,433650.0,0.0,0.0,0.0,331320.0,433650.0,45.952,1.0,FRAC,8297.0,10359.0,433650.0,GAL,FLUD,331320.0,LB,SAND,,,,,DETAILS: SLICK WATER AMBOR 1025 AMGEL 1010 281320# 20/40 50000# 16/30 BRADY SD,,7674.93,8237.35,9225.79,9565.84,9934.0,10354.49,10662.84,10779.96,,,,,,6799.91,7677.12,8238.38,9227.76,9560.94,9939.14,10359.94,10661.41,10786.74,10911.79,11144.14,11675.33,11875.84,11968.73
1915,E,APACHE CORPORATION,REAGAN,39045.0,2006.0,31.39727,-101.67185,8534.0,40,80,WFMP,SPBR_U --> WFMP,2.0,2.0,480144.0,0.0,0.0,0.0,170516.0,480144.0,21.62124164,2.0,FRAC,7725.0,8465.0,236628.0,GAL,W,107000.0,LB,SAND,,,,20/40,SLICKWATER BRADY SD,,,,7887.39,8242.97,,,,,,,,,,5422.92,6322.77,6899.11,7892.35,8244.61,,9865.88,10210.13,10349.92,,10446.93,10828.83,10971.18,11017.5
1793,E,APACHE CORPORATION,REAGAN,38815.0,2006.0,31.44542,-101.65903,8254.0,40,40,WFMP,SPBR_U --> WFMP,2.0,2.0,393965.0,0.0,0.0,0.0,104851.0,393965.0,27.684,2.0,FRAC,7747.0,8037.0,131800.0,GAL,W,48895.0,LB,SAND,,,,20/40,,,,,7921.45,,,,,,,,,,,5401.16,6363.17,6926.6,7921.51,8270.36,8569.31,9834.18,10164.77,10279.13,,10480.14,10681.95,10824.55,10856.17
1958,F,APACHE CORPORATION,REAGAN,39293.0,2007.0,31.62445,-101.53523,8504.0,40,160,WFMP,SPBR_U --> WFMP,2.0,2.0,270791.0,0.0,0.0,0.0,205522.0,270791.0,28.836,2.0,FRAC,7642.0,8413.0,180096.0,GAL,W,89115.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR BRADY SD,5092.0,6199.18,6751.38,7817.7,8108.13,,,,,,,,,,5091.77,6197.41,6749.33,7815.63,8108.13,8437.55,9598.35,9959.0,10066.26,10170.97,10125.67,10455.59,10531.68,10566.4
1568,E,APACHE CORPORATION,REAGAN,37703.0,2003.0,31.54827,-101.63901,8227.0,40,40,WFMP,SPBR_U --> WFMP,1.0,1.0,0.0,0.0,189533.0,0.0,289640.0,189533.0,29.19716485,1.0,FRAC,6521.0,8153.0,189533.0,GAL,GEL,289640.0,LB,SAND,,,,20/40,AM GEL MAX/ AM BOR MAX BRADY SAND,,,,,,,,,,,,,,,5547.93,6499.02,7066.92,8090.34,8329.36,8656.13,9813.08,10203.81,10276.17,10397.67,10483.15,10623.5,10760.01,10800.13
235,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40747.0,2011.0,31.74163,-101.59273,10710.0,80,Over 160,ATOKA,SPBR_L --> ATOKA,7.0,14.0,213000.0,32000.0,414000.0,0.0,738000.0,659000.0,30.044,14.0,FRAC,10030.0,10313.0,110000.0,GAL,FLUD,75000.0,LB,SAND,,,BIOC,20/40,DETAILS: 30000 GAL SLK WTR 80000 GAL YF115ST XL BORATE GEL SINTERLITE PROP,,,,,,,,,,,,,,,5623.2,6369.79,6929.14,7997.17,8267.98,8852.26,9688.28,9989.96,10115.97,10233.28,10315.08,10447.86,10580.36,10628.5
